word	tag	sense_se-id	sense_sy-id	D@A1	F@A1	SFI@A1	U@A1	tf-idf@A1	D@A2	F@A2	SFI@A2	U@A2	tf-idf@A2	D@B1	F@B1	SFI@B1	U@B1	tf-idf@B1	D@B2	F@B2	SFI@B2	U@B2	tf-idf@B2	D@C1	F@C1	SFI@C1	U@C1	tf-idf@C1	D@TOTAL	F@TOTAL	SFI@TOTAL	U@TOTAL	tf-idf@TOTAL
avondspits	N(soort)	avondspits-n-1	-	-	-	-	-	-	-	-	-	-	-	0.0	2	26.807215820434234	0.04794259991807622	3.2188758248682006	-	-	-	-	-	-	-	-	-	-	0.0	2	17.296666909442294	0.00536619797373853	0.0
avonduur	N(soort)	avonduur-n-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	32.05958895618283	0.16067891691073571	1.6094379124341003	-	-	-	-	-	0.0	1	16.96715548989769	0.004974111875370816	0.0
avonturenboek	N(soort)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	35.03957742616896	0.3191227329679991	1.6094379124341003	-	-	-	-	-	0.0	1	19.947143959883817	0.0098790320863238	0.0
avonturenbos	N(soort)	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	21.04037887823276	0.01270684954848725	1.6094379124341003	-	-	-	-	-	-	-	-	-	-	0.0	1	11.529829967240822	0.0014222731019221033	0.0
avonturengame	N(soort)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	27.472371330609455	0.05587752133680918	1.6094379124341003	-	-	-	-	-	0.0	1	12.379937864324306	0.0017297916104458014	0.0
avonturenverhaal	N(soort)	-	-	-	-	-	-	-	0.0	1	17.271919039606356	0.005335706150261963	1.6094379124341003	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	10.096629092881543	0.001022499040841296	0.0
avontuur	N(soort)	avontuur-n-1	eng-30-00796315-n	-	-	-	-	-	0.22716608773629884	4	47.641695595800414	5.809912069481903	2.043302495063963	0.33303510170393696	8	53.50858941601655	22.431532316013726	4.086604990127926	0.14746305199023912	2	46.96131547616613	4.967427618394615	1.0216512475319814	-	-	-	-	-	0.37184644550150286	14	51.60982096723865	14.487121308703758	0.0
avontuurlijk	ADJ()	r_a-8842	-	-	-	-	-	-	0.0	1	15.764681165932487	0.0037711005874031924	0.5108256237659907	0.15157688983877002	6	48.94367942040742	7.840936595938668	3.0649537425959443	0.23372340764642327	3	50.5823867461762	11.435065974760873	1.5324768712979722	-	-	-	-	-	0.2559068266371961	10	48.53546092586777	7.137499528864352	0.0
aziatisch	ADJ()	asian.a.01	eng-30-02968525-a	0.0	1	41.07395281685929	1.2805462883640233	0.5108256237659907	-	-	-	-	-	0.12110367334688617	2	43.39703198792925	2.186266996481452	1.0216512475319814	0.2033196219832354	7	53.72824742282481	23.59525864260358	3.5757793663619353	-	-	-	-	-	0.2356122887274128	10	48.18640674389573	6.586287349588016	0.0
azijn	N(soort)	azijn-n-1	eng-30-07828987-n	-	-	-	-	-	-	-	-	-	-	0.0	1	26.55751574014272	0.045263858661908636	1.6094379124341003	-	-	-	-	-	-	-	-	-	-	0.0	1	17.046966829150783	0.005066367427927925	0.0
